MLA Name,Split,Accuracy_train,Accuracy_test,Precision_train,Precision_test,Recall_train,Recall_test,F1_train,F1_test,AUC_train,AUC_test,Balanced Accuracy_train,Balanced Accuracy_test
SVC_None_10_None,9.0,0.8134502923976609,0.782608695652174,0.2,0.0,0.05,0.0,0.08,0.0,0.40968253968253965,0.7777777777777778,0.525,0.5
XGBClassifier_RFE_20_None,6.0,0.7362573099415204,0.782608695652174,0.31666666666666665,0.5,0.25,0.2,0.2571428571428571,0.2857142857142857,0.48992063492063487,0.7777777777777778,0.5488095238095239,0.5722222222222222
RandomForestClassifier_MutualInfo_10_SMOTE-TOMEK,9.0,0.8627586206896553,0.8695652173913043,0.8871794871794872,1.0,0.8333333333333333,0.4,0.8557701557701558,0.5714285714285714,0.9195238095238096,0.7666666666666667,0.8628571428571428,0.7
RandomForestClassifier_MutualInfo_15_SMOTE,6.0,0.9450574712643679,0.8260869565217391,0.9600000000000002,0.6666666666666666,0.9323809523809523,0.4,0.9452362707535122,0.5,0.9801269841269841,0.7666666666666667,0.9452380952380952,0.6722222222222223
XGBClassifier_MutualInfo_10_ADASYN,6.0,0.8758620689655172,0.8260869565217391,0.8716526610644257,0.6666666666666666,0.8876190476190476,0.4,0.8746213517665129,0.5,0.9428571428571428,0.7666666666666666,0.8752380952380954,0.6722222222222223
SVC_None_10_RandomUnderSampler,8.0,0.49285714285714277,0.34782608695652173,0.32142857142857145,0.14285714285714285,0.55,0.4,0.39,0.21052631578947367,0.525,0.7666666666666666,0.55,0.3666666666666667
XGBClassifier_MutualInfo_10_BorderlineSMOTE,7.0,0.8905747126436783,0.782608695652174,0.8716666666666667,0.5,0.9180952380952381,0.2,0.8937486095661846,0.2857142857142857,0.9333333333333332,0.7555555555555556,0.8909523809523809,0.5722222222222222
SVC_None_10_None,2.0,0.5953216374269005,0.6086956521739131,0.23888888888888887,0.0,0.55,0.0,0.32076923076923075,0.0,0.5545238095238095,0.7555555555555555,0.5845238095238096,0.3888888888888889
LogisticRegression_MutualInfo_15_RandomUnderSampler,4.0,0.6107142857142858,0.6086956521739131,0.6499999999999999,0.3333333333333333,0.6,0.8,0.5980952380952381,0.47058823529411764,0.6208333333333333,0.7555555555555555,0.6083333333333333,0.6777777777777778
RandomForestClassifier_MutualInfo_10_ADASYN,4.0,0.9200000000000002,0.8260869565217391,0.8951986584107328,0.6666666666666666,0.9608333333333334,0.4,0.9248039215686275,0.5,0.9706507936507937,0.7555555555555555,0.9199404761904763,0.6722222222222223
SVC_MutualInfo_10_None,3.0,0.8017543859649121,0.6086956521739131,0.6,0.0,0.35,0.0,0.39428571428571424,0.0,0.6146825396825396,0.7555555555555555,0.633095238095238,0.3888888888888889
