MLA Name,Accuracy_train_mean,Accuracy_train_sd,Accuracy_test,Precision_train_mean,Precision_train_sd,Precision_test,Recall_train_mean,Recall_train_sd,Recall_test,F1_train_mean,F1_train_sd,F1_test,AUC_train_mean,AUC_train_sd,AUC_test,Balanced Accuracy_train_mean,Balanced Accuracy_train_sd,Balanced Accuracy_test
GB_MutualInfo_15_None,0.6547953216374267,0.08193900712824434,0.7391304347826086,0.24904761904761905,0.27826275124450045,0.5,0.157,0.1536261696456694,0.16666666666666666,0.18155988455988453,0.17541903771837952,0.25,0.47236813186813187,0.15206353511446546,0.696078431372549,0.49575274725274726,0.09092829253608889,0.553921568627451
RF_MutualInfo_15_None,0.7263742690058479,0.03352815744123427,0.7391304347826086,0.04,0.19595917942265428,0.0,0.008,0.039191835884530846,0.0,0.013333333333333332,0.06531972647421808,0.0,0.46615384615384614,0.13789690604234456,0.5588235294117647,0.4958681318681319,0.028179955466783296,0.5
