MLA Name,Split,Accuracy_train,Accuracy_test,Precision_train,Precision_test,Recall_train,Recall_test,F1_train,F1_test,AUC_train,AUC_test,Balanced Accuracy_train,Balanced Accuracy_test
SVC_RFE_10_SMOTE-TOMEK,4.5,0.9027356321839081,0.6347826086956522,0.8887251773853941,0.11666666666666665,0.9328571428571429,0.08,0.9070734358246464,0.09444444444444444,0.9620761904761904,0.3766666666666667,0.9027142857142858,0.4344444444444445
SVC_RFE_10_SMOTE,4.5,0.9027356321839081,0.6347826086956522,0.8887251773853941,0.11666666666666665,0.9328571428571429,0.08,0.9070734358246464,0.09444444444444444,0.9620761904761904,0.3766666666666667,0.9027142857142858,0.4344444444444445
XGBClassifier_MutualInfo_25_None,4.5,0.7462573099415205,0.6304347826086957,0.3061190476190476,0.11261904761904762,0.285,0.14,0.2671818181818182,0.12379953379953382,0.5644246031746032,0.37666666666666665,0.5729285714285715,0.4533333333333333
LogisticRegression_RFE_10_RandomUnderSampler,4.5,0.8803571428571428,0.4434782608695652,0.8963333333333333,0.1593972693972694,0.875,0.38,0.8695714285714284,0.2229887218045113,0.9412499999999999,0.37555555555555553,0.8816666666666666,0.42055555555555557
RandomForestClassifier_RFE_25_RandomUnderSampler,4.5,0.6224999999999999,0.3782608695652174,0.6472380952380952,0.15379840747487808,0.5983333333333334,0.42000000000000004,0.5943650793650793,0.2234183617865809,0.6212500000000001,0.37555555555555553,0.6266666666666667,0.3933333333333333
SVC_RFE_10_BorderlineSMOTE,4.5,0.9180229885057472,0.6391304347826087,0.9097750012285616,0.1272222222222222,0.9344761904761905,0.14,0.9197222296482555,0.1307936507936508,0.9695936507936509,0.37444444444444447,0.9176190476190476,0.45888888888888885
LogisticRegression_RFE_15_RandomUnderSampler,4.5,0.8724999999999999,0.47391304347826085,0.8937619047619048,0.18184537684537685,0.8833333333333332,0.4,0.8727359307359308,0.24902194211017742,0.9329166666666666,0.37333333333333335,0.8741666666666668,0.44722222222222224
XGBClassifier_RFE_20_RandomUnderSampler,4.5,0.6310714285714286,0.4130434782608695,0.651142857142857,0.18851343101343102,0.71,0.54,0.6438095238095237,0.27434355342687555,0.5820833333333333,0.37333333333333335,0.6383333333333333,0.45888888888888885
XGBClassifier_RFE_10_RandomUnderSampler,4.5,0.6532142857142857,0.39565217391304347,0.6555714285714286,0.1609439416792358,0.735,0.42000000000000004,0.6617835497835498,0.22872490907785026,0.6045833333333334,0.37277777777777776,0.6499999999999999,0.40444444444444444
LogisticRegression_RFE_25_ADASYN,4.5,0.947798188463372,0.5913043478260869,0.9405850211879624,0.11361111111111111,0.9606666666666668,0.12000000000000002,0.9487329825857896,0.11411477411477411,0.9849497165532881,0.37222222222222223,0.9472857142857143,0.4211111111111111
SVC_RFE_15_None,4.5,0.7306432748538012,0.47391304347826085,0.45465223665223664,0.10634920634920635,0.7833333333333333,0.18,0.5390131535131535,0.1301868307131465,0.7948888888888889,0.37222222222222223,0.750904761904762,0.3677777777777778
SVC_RFE_25_None,4.5,0.8056725146198831,0.5695652173913043,0.5828095238095238,0.1626068376068376,0.635,0.14,0.553011433011433,0.13015873015873014,0.8276428571428571,0.3711111111111111,0.7411666666666668,0.4144444444444444
LogisticRegression_None_10_None,4.5,0.7146198830409357,0.6391304347826087,0.15304612054612055,0.039285714285714285,0.22666666666666666,0.04,0.16804239551298375,0.03888888888888888,0.5071746031746032,0.36888888888888893,0.5314761904761905,0.4227777777777778
LogisticRegression_RFE_25_BorderlineSMOTE,4.5,0.9369885057471266,0.5826086956521739,0.9291136712444763,0.08805555555555555,0.9540952380952381,0.12000000000000002,0.9392356384863583,0.10031968031968033,0.9756317460317462,0.36888888888888893,0.9370952380952382,0.41555555555555557
XGBClassifier_None_10_SMOTE,4.5,0.8795172413793104,0.6739130434782609,0.8647621796847804,0.05333333333333333,0.9093333333333333,0.04,0.8837945764950934,0.045,0.9383365079365079,0.3677777777777778,0.8792380952380953,0.445
XGBClassifier_None_10_SMOTE-TOMEK,4.5,0.8795172413793104,0.6739130434782609,0.8647621796847804,0.05333333333333333,0.9093333333333333,0.04,0.8837945764950934,0.045,0.9383365079365079,0.3677777777777778,0.8792380952380953,0.445
XGBClassifier_RFE_15_ADASYN,4.5,0.8901290322580646,0.6478260869565218,0.8747419176111126,0.18166666666666667,0.9235357142857143,0.12000000000000002,0.8954084644240012,0.13754689754689756,0.9495117346938775,0.3677777777777778,0.8898154761904762,0.4572222222222222
LogisticRegression_RFE_25_None,4.5,0.8547953216374269,0.5739130434782609,0.6890476190476191,0.10428571428571429,0.6966666666666667,0.14,0.6565727605727606,0.11444444444444443,0.8695634920634921,0.3666666666666667,0.7953809523809523,0.41722222222222227
XGBClassifier_RFE_15_RandomUnderSampler,4.5,0.6417857142857143,0.3826086956521739,0.6649047619047619,0.15730415783047363,0.7233333333333333,0.44000000000000006,0.6599480519480518,0.22723809523809524,0.6233333333333333,0.3666666666666667,0.6458333333333333,0.4033333333333333
XGBClassifier_None_10_ADASYN,4.5,0.8854456274167065,0.6652173913043479,0.8622807533024253,0.08333333333333333,0.9264880952380953,0.04,0.8903631503486735,0.05357142857142857,0.9499344671201815,0.36666666666666664,0.8853869047619047,0.43944444444444447
RandomForestClassifier_RFE_15_SMOTE-TOMEK,4.5,0.9157241379310346,0.6956521739130435,0.9212300902571802,0.225,0.9147619047619049,0.14,0.9152945236645426,0.16699134199134197,0.9661015873015874,0.36611111111111116,0.9156666666666666,0.495
RandomForestClassifier_RFE_15_SMOTE,4.5,0.9157241379310346,0.6956521739130435,0.9212300902571802,0.225,0.9147619047619049,0.14,0.9152945236645426,0.16699134199134197,0.9661015873015874,0.36611111111111116,0.9156666666666666,0.495
LogisticRegression_MutualInfo_25_BorderlineSMOTE,4.5,0.7986206896551724,0.5739130434782609,0.7804099536514397,0.08055555555555556,0.8407619047619047,0.12,0.8055282816234757,0.08886554621848738,0.8214730158730159,0.3655555555555556,0.7985714285714286,0.41
RandomForestClassifier_RFE_20_BorderlineSMOTE,4.5,0.9241839080459769,0.7260869565217392,0.9370212238741651,0.13333333333333333,0.9125714285714286,0.08,0.9232161087810142,0.09675324675324674,0.9671714285714286,0.3655555555555555,0.9242380952380953,0.4927777777777778
SVC_RFE_25_BorderlineSMOTE,4.5,0.9487816091954023,0.6869565217391305,0.9666653738418445,0.13166666666666665,0.931904761904762,0.1,0.9477112027654296,0.11222222222222222,0.979111111111111,0.3655555555555555,0.9487142857142856,0.475
XGBClassifier_RFE_10_SMOTE-TOMEK,4.5,0.878183908045977,0.6043478260869566,0.859939912942235,0.12,0.9138095238095237,0.14,0.8825328797763856,0.12565656565656566,0.9296126984126986,0.36333333333333334,0.8782857142857143,0.4366666666666667
XGBClassifier_RFE_10_SMOTE,4.5,0.878183908045977,0.6043478260869566,0.859939912942235,0.12,0.9138095238095237,0.14,0.8825328797763856,0.12565656565656566,0.9296126984126986,0.36333333333333334,0.8782857142857143,0.4366666666666667
XGBClassifier_None_10_BorderlineSMOTE,4.5,0.8734712643678162,0.6695652173913043,0.8678230247564613,0.075,0.8951428571428572,0.04,0.8776208656029011,0.050793650793650794,0.9328317460317461,0.36333333333333334,0.8738095238095239,0.44222222222222224
XGBClassifier_RFE_20_ADASYN,4.5,0.8941520207638117,0.6217391304347826,0.8825646053293112,0.12833333333333333,0.916392857142857,0.1,0.8966454069224632,0.10715728715728716,0.9487591269841271,0.36333333333333334,0.8939583333333333,0.4333333333333334
LogisticRegression_RFE_20_None,4.5,0.8611695906432748,0.5782608695652174,0.6763116883116883,0.10928571428571429,0.7033333333333334,0.16,0.6542886002886003,0.12864801864801864,0.8598968253968253,0.3622222222222222,0.8021428571428573,0.4272222222222222
LogisticRegression_RFE_25_SMOTE-TOMEK,4.5,0.9505057471264367,0.5826086956521739,0.9413300653594773,0.10888888888888888,0.966,0.14,0.9522548315401484,0.11974469974469974,0.9884507936507937,0.3622222222222222,0.9505238095238095,0.4227777777777778
LogisticRegression_RFE_25_SMOTE,4.5,0.9505057471264367,0.5826086956521739,0.9413300653594773,0.10888888888888888,0.966,0.14,0.9522548315401484,0.11974469974469974,0.9884507936507937,0.3622222222222222,0.9505238095238095,0.4227777777777778
SVC_RFE_10_ADASYN,4.5,0.9071346469622332,0.6130434782608696,0.8938325140631642,0.06999999999999999,0.931202380952381,0.08,0.9095037305503378,0.07454545454545455,0.9650746598639456,0.3622222222222222,0.9066964285714286,0.42055555555555557
LogisticRegression_RFE_10_SMOTE,4.5,0.8781149425287357,0.5782608695652174,0.867274473892121,0.0719047619047619,0.9031428571428572,0.08,0.8818056101830851,0.07166666666666667,0.9348190476190477,0.3611111111111111,0.8784761904761904,0.3983333333333333
LogisticRegression_RFE_10_SMOTE-TOMEK,4.5,0.8781149425287357,0.5782608695652174,0.867274473892121,0.0719047619047619,0.9031428571428572,0.08,0.8818056101830851,0.07166666666666667,0.9348190476190477,0.3611111111111111,0.8784761904761904,0.3983333333333333
LogisticRegression_RFE_15_SMOTE,4.5,0.9240229885057472,0.6043478260869566,0.9166503806650865,0.1417857142857143,0.9412380952380953,0.16,0.9261805317617331,0.14726495726495728,0.9675619047619047,0.36,0.9242380952380952,0.4438888888888889
SVC_MutualInfo_20_SMOTE,4.5,0.8988965517241378,0.6521739130434783,0.8806394047988475,0.045,0.9362857142857143,0.04,0.9034640497151589,0.042222222222222223,0.9634666666666668,0.36,0.8983809523809525,0.4311111111111111
LogisticRegression_RFE_20_ADASYN,4.5,0.9437325070183802,0.6043478260869566,0.9374654774190379,0.09333333333333334,0.9568333333333333,0.1,0.944647406408772,0.09636363636363636,0.9810854875283447,0.36,0.9432738095238096,0.4222222222222222
LogisticRegression_RFE_15_SMOTE-TOMEK,4.5,0.9240229885057472,0.6043478260869566,0.9166503806650865,0.1417857142857143,0.9412380952380953,0.16,0.9261805317617331,0.14726495726495728,0.9675619047619047,0.36,0.9242380952380952,0.4438888888888889
RandomForestClassifier_MutualInfo_25_ADASYN,4.5,0.9287784840298745,0.6608695652173913,0.9329313640435931,0.03333333333333333,0.9285,0.02,0.9286217957542469,0.025,0.9695838435374149,0.35944444444444446,0.9285833333333333,0.4294444444444444
XGBClassifier_MutualInfo_10_RandomUnderSampler,4.5,0.6575,0.34782608695652173,0.6605238095238095,0.16332043773220245,0.7466666666666667,0.48,0.6737893217893218,0.24071278394807805,0.6708333333333333,0.3588888888888889,0.6566666666666666,0.39555555555555555
LogisticRegression_RFE_20_SMOTE,4.5,0.932735632183908,0.6043478260869566,0.9187307040224997,0.11416666666666667,0.9565714285714286,0.12000000000000002,0.9353723070952181,0.11578865578865578,0.9816952380952382,0.3588888888888889,0.9329047619047619,0.4294444444444444
LogisticRegression_RFE_20_SMOTE-TOMEK,4.5,0.932735632183908,0.6043478260869566,0.9187307040224997,0.11416666666666667,0.9565714285714286,0.12000000000000002,0.9353723070952181,0.11578865578865578,0.9816952380952382,0.3588888888888889,0.9329047619047619,0.4294444444444444
RandomForestClassifier_RFE_20_RandomUnderSampler,4.5,0.6453571428571429,0.4217391304347826,0.7039047619047618,0.16023310023310022,0.6266666666666667,0.4,0.6189206349206349,0.22480522655579863,0.6329166666666667,0.3588888888888889,0.6508333333333333,0.4138888888888889
LogisticRegression_MutualInfo_20_SMOTE,4.5,0.7772183908045978,0.5173913043478261,0.7563753083114371,0.14734848484848487,0.8339047619047619,0.24,0.7888442693044099,0.17690548014077426,0.7951174603174603,0.3588888888888889,0.7773809523809524,0.41722222222222227
SVC_RFE_15_RandomUnderSampler,4.5,0.8582142857142857,0.4521739130434782,0.8733333333333333,0.16461954711954713,0.8666666666666666,0.33999999999999997,0.8519523809523809,0.22009286035601824,0.915,0.3577777777777778,0.8591666666666666,0.4116666666666666
SVC_MutualInfo_25_SMOTE-TOMEK,4.5,0.9171264367816091,0.6869565217391305,0.9082846615029277,0.025,0.9351428571428573,0.02,0.9191581505127079,0.02222222222222222,0.9698920634920636,0.3577777777777778,0.9167142857142856,0.4461111111111111
LogisticRegression_None_10_ADASYN,4.5,0.8658645055352509,0.6173913043478261,0.8230687257359083,0.11000000000000001,0.9488214285714285,0.1,0.8778002059355033,0.10444444444444445,0.910235260770975,0.3566666666666667,0.8654107142857143,0.4305555555555555
RandomForestClassifier_None_10_BorderlineSMOTE,4.5,0.9398390804597702,0.7434782608695653,0.9663851540616246,0.0,0.914,0.0,0.9379730303376022,0.0,0.9525809523809524,0.35611111111111116,0.939857142857143,0.475
XGBClassifier_RFE_10_None,4.5,0.7938011695906433,0.5956521739130435,0.48583333333333334,0.155,0.46333333333333326,0.08,0.4456190476190476,0.08888888888888888,0.6903492063492063,0.35611111111111116,0.6706666666666667,0.4094444444444444
RandomForestClassifier_MutualInfo_15_RandomUnderSampler,4.5,0.7021428571428572,0.3869565217391304,0.727,0.177729476405947,0.6783333333333333,0.52,0.6782698412698412,0.26282682992065143,0.7070833333333334,0.35444444444444445,0.7033333333333333,0.43499999999999994
SVC_RFE_20_ADASYN,4.5,0.9596425128449599,0.6739130434782609,0.9496955671607374,0.06999999999999999,0.9738095238095239,0.06000000000000001,0.9605590131222206,0.06444444444444444,0.9908142290249433,0.3533333333333334,0.9595238095238094,0.4522222222222222
LogisticRegression_None_10_BorderlineSMOTE,4.5,0.8425747126436782,0.5956521739130435,0.8013677263568905,0.06785714285714287,0.9253333333333333,0.08,0.8561278653771783,0.07222222222222222,0.9014730158730158,0.35222222222222227,0.8429523809523809,0.4094444444444444
SVC_RFE_10_RandomUnderSampler,4.5,0.8696428571428572,0.41739130434782606,0.8963333333333333,0.16364653320535674,0.8549999999999999,0.4,0.8584920634920635,0.23028551513845633,0.9087500000000001,0.35222222222222227,0.8683333333333334,0.41111111111111115
